,tconst,averageRating,numVotes,weightedRating,primaryTitle,startYear,runtimeMinutes
108768,tt0111161,9.3,2135820,9.273389731675937,The Shawshank Redemption,1994,142
67299,tt0068646,9.2,1466422,9.163122442876663,The Godfather,1972,175
450810,tt0468569,9.0,2100346,8.976474418753464,The Dark Knight,2008,152
70122,tt0071562,9.0,1020272,8.95216556073443,The Godfather: Part II,1974,202
108521,tt0110912,8.9,1676332,8.872080699122806,Pulp Fiction,1994,154
161833,tt0167260,8.9,1518938,8.869234515893774,The Lord of the Rings: The Return of the King,2003,201
105716,tt0108052,8.9,1108551,8.858096283272655,Schindler's List,1993,195
49204,tt0050083,8.9,609244,8.825107687262316,12 Angry Men,1957,96
1802908,tt1375666,8.8,1873217,8.776293542835198,Inception,2010,148
133743,tt0137523,8.8,1707475,8.774025599214998,Fight Club,1999,139
107457,tt0109830,8.8,1643754,8.773033772503318,Forrest Gump,1994,142
117966,tt0120737,8.8,1534574,8.771145966783237,The Lord of the Rings: The Fellowship of the Ring,2001,178
59067,tt0060196,8.8,634352,8.73175117387981,"The Good, the Bad and the Ugly",1966,161
129543,tt0133093,8.7,1538174,8.672811727933038,The Matrix,1999,136
161834,tt0167261,8.7,1373898,8.669618942910777,The Lord of the Rings: The Two Towers,2002,179
78992,tt0080684,8.7,1068929,8.66114921535127,Star Wars: Episode V - The Empire Strikes Back,1980,124
97516,tt0099685,8.7,922999,8.655168729080936,Goodfellas,1990,146
71995,tt0073486,8.7,844871,8.651142180852103,One Flew Over the Cuckoo's Nest,1975,133
4262336,tt5813916,9.0,101389,8.604395952179383,The Mountain II,2016,135
792039,tt0816692,8.6,1329696,8.570473080307316,Interstellar,2014,169
111888,tt0114369,8.6,1312566,8.57009493363318,Se7en,1995,127
100687,tt0102926,8.6,1156808,8.5661535545537,The Silence of the Lambs,1991,118
75176,tt0076759,8.6,1137831,8.565601192262676,Star Wars: Episode IV - A New Hope,1977,121
118030,tt0120815,8.6,1131825,8.56542260065265,Saving Private Ryan,1998,169
117929,tt0120689,8.6,1037517,8.562353543519773,The Green Mile,1999,189
304183,tt0317248,8.6,653952,8.541085673214013,City of God,2002,130
235480,tt0245429,8.6,570191,8.532794682715295,Spirited Away,2001,125
116149,tt0118799,8.6,564173,8.532108226276492,Life Is Beautiful,1997,116
3522328,tt4154796,8.6,559461,8.531560874036076,Avengers: Endgame,2019,181
37987,tt0038650,8.6,363262,8.49697678371821,It's a Wonderful Life,1946,130
46643,tt0047478,8.6,289258,8.472716048597013,Seven Samurai,1954,207
166769,tt0172495,8.5,1232950,8.470189594181008,Gladiator,2000,155
391688,tt0407887,8.5,1093667,8.466477959929094,The Departed,2006,151
464387,tt0482571,8.5,1084287,8.466194501513135,The Prestige,2006,130
117847,tt0120586,8.5,965078,8.462124196275445,American History X,1998,119
86847,tt0088763,8.5,955282,8.461745701747049,Back to the Future,1985,116
108030,tt0110413,8.5,944460,8.461318672250531,Léon: The Professional,1994,110
100825,tt0103064,8.5,923060,8.460445541421429,Terminator 2: Judgment Day,1991,137
112316,tt0114814,8.5,921009,8.460359785160607,The Usual Suspects,1995,106
107974,tt0110357,8.5,861280,8.457688315205127,The Lion King,1994,88
3522309,tt4154756,8.5,708099,8.448847290747906,Avengers: Infinity War,2018,149
2092245,tt1675434,8.5,690388,8.447580893165666,The Intouchables,2011,112
243124,tt0253474,8.5,657197,8.445030541031404,The Pianist,2002,150
2843853,tt2582802,8.5,632135,8.442934100299025,Whiplash,2014,106
53216,tt0054215,8.5,548946,8.434662842845842,Psycho,1960,109
33984,tt0034583,8.5,483895,8.426310928580552,Casablanca,1942,102
46564,tt0047396,8.5,406566,8.41310714931204,Rear Window,1954,112
242190,tt0252487,9.4,34251,8.38735886314155,The Chaos Class,1975,87
2848191,tt2592910,9.2,41914,8.378049436590251,CM101MMXI Fundamentals,2013,139
62865,tt0064116,8.5,276520,8.375630140620855,Once Upon a Time in the West,1968,165
1774191,tt1345836,8.4,1407313,8.375564000326746,The Dark Knight Rises,2012,164
2262274,tt1853728,8.4,1236316,8.372251204297735,Django Unchained,2012,165
200999,tt0209144,8.4,1044565,8.367276416113093,Memento,2000,113
883131,tt0910970,8.4,922396,8.363056631018075,WALL·E,2008,98
81211,tt0082971,8.4,825051,8.358825999851774,Raiders of the Lost Ark,1981,115
79786,tt0081505,8.4,798600,8.357503642544925,The Shining,1980,146
77115,tt0078748,8.4,726401,8.353420344130498,Alien,1979,117
88651,tt0090605,8.4,609395,8.344829325577912,Aliens,1986,137
77155,tt0078788,8.4,558255,8.339991941775038,Apocalypse Now,1979,147
93693,tt0095765,8.5,206135,8.337757154909468,Cinema Paradiso,1988,155
93267,tt0095327,8.5,202670,8.33528791672157,Grave of the Fireflies,1988,89
27497,tt0027977,8.5,195272,8.329755938112879,Modern Times,1936,87
349954,tt0364569,8.4,467198,8.328890405893564,Oldboy,2003,120
55948,tt0057012,8.4,420679,8.321468141868923,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95
31987,tt0032553,8.5,184630,8.321113390259027,The Great Dictator,1940,125
388965,tt0405094,8.4,328507,8.300992059563178,The Lives of Others,2006,137
1622527,tt1187043,8.4,307152,8.294626556516295,3 Idiots,2009,170
117005,tt0119698,8.4,300753,8.292556630330344,Princess Mononoke,1997,134
2749509,tt2380307,8.4,295006,8.290627050742799,Coco,2017,105
21413,tt0021749,8.5,150891,8.286799779408838,City Lights,1931,87
85953,tt0087843,8.4,283012,8.28636806358194,Once Upon a Time in America,1984,229
3736838,tt4633694,8.4,258640,8.276604146100691,Spider-Man: Into the Spider-Verse,2018,117
347215,tt0361748,8.3,1149299,8.272323914096837,Inglourious Basterds,2009,153
163945,tt0169547,8.3,1002169,8.268359637021756,American Beauty,1999,122
110141,tt0112573,8.3,902294,8.264951784439456,Braveheart,1995,178
84342,tt0086190,8.3,875090,8.263892499638926,Star Wars: Episode VI - Return of the Jedi,1983,131
102962,tt0105236,8.3,844522,8.262623142370176,Reservoir Dogs,1992,99
324359,tt0338013,8.3,837497,8.262318709514352,Eternal Sunshine of the Spotless Mind,2004,108
112218,tt0114709,8.3,813906,8.261259068358077,Toy Story,1995,81
116548,tt0119217,8.3,781608,8.259707813460814,Good Will Hunting,1997,126
200021,tt0208092,8.3,728814,8.256885916154383,Snatch,2000,104
173969,tt0180093,8.3,710621,8.255819640820478,Requiem for a Dream,2000,102
65607,tt0066921,8.3,700986,8.255233296509852,A Clockwork Orange,1971,136
418876,tt0435761,8.3,699828,8.25516177631107,Toy Story 3,2010,103
84402,tt0086250,8.3,675977,8.253636139274185,Scarface,1983,170
203600,tt0211915,8.3,660653,8.252599930285436,Amélie,2001,122
73770,tt0075314,8.3,649830,8.251839722596802,Taxi Driver,1976,114
91047,tt0093058,8.3,620562,8.249656268491641,Full Metal Jacket,1987,116
61420,tt0062622,8.3,552389,8.243712124754715,2001: A Space Odyssey,1968,149
42277,tt0043014,8.4,182962,8.231700022119426,Sunset Blvd.,1950,110
32885,tt0033467,8.3,368892,8.217490073421141,Citizen Kane,1941,119
85012,tt0086879,8.3,342248,8.211503942839716,Amadeus,1984,160
49930,tt0050825,8.4,160171,8.210985521490947,Paths of Glory,1957,88
51407,tt0052357,8.3,327182,8.207718168446997,Vertigo,1958,128
955997,tt0986264,8.4,146471,8.195883852079945,Like Stars on Earth,2007,165
52152,tt0053125,8.3,276437,8.192183109571818,North by Northwest,1959,136
55539,tt0056592,8.3,276222,8.19210615426496,To Kill a Mockingbird,1962,129
4037889,tt5311514,8.4,143345,8.19209361727405,Your Name.,2016,106
2505964,tt2106476,8.3,247601,8.180778133609195,The Hunt,2012,115
55128,tt0056172,8.3,246905,8.18047295930564,Lawrence of Arabia,1962,228
357850,tt0372784,8.2,1212356,8.175754754492644,Batman Begins,2005,140
963378,tt0993846,8.2,1057325,8.172281893146698,The Wolf of Wall Street,2013,180
3932517,tt5074352,8.4,128671,8.172240696032434,Dangal,2016,161
417546,tt0434409,8.2,963742,8.169658414429648,V for Vendetta,2005,132
69318,tt0070735,8.3,223813,8.169379815363346,The Sting,1973,129
1251211,tt1049413,8.2,861304,8.16615156876196,Up,2009,96
80360,tt0082096,8.3,213946,8.163986005206198,Das Boot,1981,149
257959,tt0268978,8.2,782714,8.162858140381372,A Beautiful Mind,2001,135
58467,tt0059578,8.3,210847,8.162198798373522,For a Few Dollars More,1965,132
92964,tt0095016,8.2,729992,8.160264479623624,Die Hard,1988,132
2241722,tt1832382,8.3,201064,8.156235402363933,A Separation,2011,123
44369,tt0045152,8.3,200735,8.15602587104348,Singin' in the Rain,1952,103
95457,tt0097576,8.2,643936,8.155152660344188,Indiana Jones and the Last Crusade,1989,127
439957,tt0457430,8.2,579671,8.150386243097484,Pan's Labyrinth,2006,118
2496666,tt2096673,8.2,549233,8.147756398535089,Inside Out,2015,95
110828,tt0113277,8.2,531422,8.146084087257512,Heat,1995,170
116807,tt0119488,8.2,499807,8.14283612832908,L.A. Confidential,1997,138
117965,tt0120735,8.2,499166,8.142766222914114,"Lock, Stock and Two Smoking Barrels",1998,107
70408,tt0071853,8.2,468446,8.139203073892583,Monty Python and the Holy Grail,1975,91
110206,tt0112641,8.2,420875,8.132716568544994,Casino,1995,178
1722420,tt1291584,8.2,408287,8.130761827610797,Warrior,2011,140
3911726,tt5027774,8.2,359357,8.121947564373746,"Three Billboards Outside Ebbing, Missouri",2017,115
103411,tt0105695,8.2,346779,8.119306900066976,Unforgiven,1992,130
3090315,tt3170832,8.2,325100,8.114310197086546,Room,2015,118
52614,tt0053604,8.3,147320,8.111397400185702,The Apartment,1960,125
16894,tt0017136,8.3,146869,8.110902489686914,Metropolis,1927,153
348584,tt0363163,8.2,309842,8.110405504685792,Downfall,2004,156
50292,tt0051201,8.4,95046,8.108445096046516,Witness for the Prosecution,1957,116
1850024,tt1424432,8.6,56299,8.107989028155327,Senna,2010,106
79681,tt0081398,8.2,293234,8.105729746035935,Raging Bull,1980,129
332961,tt0347149,8.2,288454,8.104292176842534,Howl's Moving Castle,2004,119
69882,tt0071315,8.2,270052,8.098323007469869,Chinatown,1974,130
36145,tt0036775,8.3,130753,8.091336282447209,Double Indemnity,1944,107
21754,tt0022100,8.3,130677,8.091234414846124,M,1931,117
39836,tt0040522,8.3,130625,8.091164658634538,Bicycle Thieves,1948,89
94199,tt0096283,8.2,244242,8.088576076540807,My Neighbor Totoro,1988,86
4785455,tt6966692,8.2,240957,8.087199810495681,Green Book,2018,130
1688442,tt1255953,8.3,127430,8.086787377812767,Incendies,2010,131
52311,tt0053291,8.2,224478,8.079748915736056,Some Like It Hot,1959,121
1568758,tt1130884,8.1,1025242,8.073815558699804,Shutter Island,2010,138
2418078,tt2015381,8.1,970859,8.072385648972395,Guardians of the Galaxy,2014,121
56048,tt0057115,8.2,207766,8.07111519723671,The Great Escape,1963,172
255786,tt0266697,8.1,923832,8.07101699774038,Kill Bill: Vol. 1,2003,111
255639,tt0266543,8.1,882051,8.069681969371072,Finding Nemo,2003,100
161966,tt0167404,8.1,855482,8.068767107107243,The Sixth Sense,1999,107
117660,tt0120382,8.1,852929,8.068676282478423,The Truman Show,1998,103
104974,tt0107290,8.1,795678,8.066491120756252,Jurassic Park,1993,127
1818927,tt1392190,8.1,795645,8.066489773288085,Mad Max: Fury Road,2015,120
459339,tt0477348,8.1,779244,8.065806397063577,No Country for Old Men,2007,122
2650396,tt2267998,8.1,776249,8.065678584310245,Gone Girl,2014,149
253674,tt0264464,8.1,735837,8.063855595876646,Catch Me If You Can,2002,141
1636569,tt1201607,8.1,702499,8.062199260754998,Harry Potter and the Deathly Hallows: Part 2,2011,130
1640312,tt1205489,8.1,677789,8.060870190057043,Gran Torino,2008,116
116068,tt0118715,8.1,673450,8.060627102870642,The Big Lebowski,1998,117
2659787,tt2278388,8.1,644209,8.05890670926422,The Grand Budapest Hotel,2014,99
81879,tt0083658,8.1,638870,8.058576227273411,Blade Runner,1982,117
865670,tt0892769,8.1,620361,8.057388190485634,How to Train Your Dragon,2010,98
115342,tt0117951,8.1,596469,8.055750005229545,Trainspotting,1996,93
389027,tt0405159,8.1,593516,8.055538741115832,Million Dollar Baby,2004,132
2427019,tt2024544,8.1,586311,8.055014714278002,12 Years a Slave,2013,134
3153111,tt3315342,8.1,576932,8.054313776306959,Logan,2017,137
113733,tt0116282,8.1,569779,8.05376433935966,Fargo,1996,98
1818950,tt1392214,8.1,537228,8.05108745918026,Prisoners,2013,153
1736042,tt1305806,8.2,175803,8.050599841635831,The Secret in Their Eyes,2009,129
735888,tt0758758,8.1,531138,8.050551841449424,Into the Wild,2007,148
73608,tt0075148,8.1,480212,8.045567405366459,Rocky,1976,120
451713,tt0469494,8.1,470853,8.044540014883443,There Will Be Blood,2007,158
12179,tt0012349,8.3,100155,8.04032200071911,The Kid,1921,68
2383262,tt1979320,8.1,399234,8.035177284234644,Rush,2013,123
1878787,tt1454029,8.1,397832,8.03496234911265,The Help,2011,146
95057,tt0097165,8.1,378509,8.031847864607728,Dead Poets Society,1989,128
2518058,tt2119532,8.1,377532,8.031682450090925,Hacksaw Ridge,2016,139
2302619,tt1895587,8.1,373736,8.031032061313752,Spotlight,2015,129
91749,tt0093779,8.1,365052,8.029496579943187,The Princess Bride,1987,98
89783,tt0091763,8.1,356256,8.027869987619868,Platoon,1986,120
50076,tt0050976,8.2,146162,8.024727451186594,The Seventh Seal,1957,96
77822,tt0079470,8.1,339716,8.024598865966944,Monty Python's Life of Brian,1979,94
90021,tt0092005,8.1,338603,8.024368060769575,Stand by Me,1986,89
82976,tt0084787,8.1,337694,8.02417850860505,The Thing,1982,109
46090,tt0046912,8.2,142991,8.021419004589532,Dial M for Murder,1954,105
2712567,tt2338151,8.2,141537,8.01985985096405,PK,2014,153
379275,tt0395169,8.1,316630,8.019503556479233,Hotel Rwanda,2004,121
42142,tt0042876,8.2,138041,8.015997203157488,Rashomon,1950,88
75817,tt0077416,8.1,288258,8.012212936301706,The Deer Hunter,1978,183
30840,tt0031381,8.1,267844,8.006093346628239,Gone with the Wind,1939,238
110041,tt0112471,8.1,242702,7.997273834338182,Before Sunrise,1995,101
1132042,tt1028532,8.1,227969,7.9912910277543885,Hachi: A Dog's Tale,2009,93
235747,tt0245712,8.1,209247,7.982602552007069,Amores Perros,2000,154
51659,tt0052618,8.1,204136,7.979983939669017,Ben-Hur,1959,212
41471,tt0042192,8.2,111147,7.979649937200231,All About Eve,1950,138
822518,tt0848228,8.0,1199674,7.979586404218592,The Avengers,2012,143
78986,tt0080678,8.1,203069,7.979422455484962,The Elephant Man,1980,124
312655,tt0325980,8.0,973438,7.974960888908475,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143
49331,tt0050212,8.1,188618,7.971265530058329,The Bridge on the River Kwai,1957,161
1856419,tt1431045,8.0,837718,7.971021817094346,Deadpool,2016,108
2805902,tt2488496,8.0,794489,7.969493184167207,Star Wars: Episode VII - The Force Awakens,2015,138
40202,tt0040897,8.2,105093,7.969395739970636,The Treasure of the Sierra Madre,1948,126
1026397,tt1010048,8.0,754862,7.967943046333839,Slumdog Millionaire,2008,120
191407,tt0198781,8.0,753007,7.967866613025333,"Monsters, Inc.",2001,92
86349,tt0088247,8.0,741335,7.967377191437166,The Terminator,1984,107
385749,tt0401792,8.0,719482,7.966419604503534,Sin City,2005,124
236564,tt0246578,8.0,705313,7.965768102169892,Donnie Darko,2001,113
3301674,tt3659388,8.0,694049,7.965231854852729,The Martian,2015,144
389366,tt0405508,8.2,102253,7.964249172907515,Rang De Basanti,2006,167
918826,tt0947798,8.0,657134,7.963350309469987,Black Swan,2010,108
87945,tt0089881,8.2,101325,7.962517316445675,Ran,1985,162
2080458,tt1663202,8.0,635238,7.9621348665178315,The Revenant,2015,156
2485427,tt2084970,8.0,630300,7.961849534564322,The Imitation Game,2014,114
363097,tt0378194,8.0,629787,7.961819645167054,Kill Bill: Vol. 2,2004,137
2285647,tt1877832,8.0,629216,7.9617863213372955,X-Men: Days of Future Past,2014,132
78276,tt0079944,8.2,100601,7.961148398500011,Stalker,1979,162
304626,tt0317705,8.0,613438,7.960841929835004,The Incredibles,2004,115
54596,tt0055630,8.2,100210,7.960402523760082,Yojimbo,1961,110
1927256,tt1504320,8.0,600562,7.960035935686631,The King's Speech,2010,118
367707,tt0382932,8.0,590268,7.95936730010337,Ratatouille,2007,111
423962,tt0440963,8.0,583308,7.958902398127265,The Bourne Ultimatum,2007,115
104737,tt0107048,8.0,547961,7.956367012763521,Groundhog Day,1993,101
458757,tt0476735,8.3,69555,7.956284702025276,My Father and My Son,2005,108
365887,tt0381061,8.0,544917,7.956133963366596,Casino Royale,2006,144
112254,tt0114746,8.0,544801,7.9561250331256,12 Monkeys,1995,129
71713,tt0073195,8.0,517235,7.953894529124826,Jaws,1975,124
2209432,tt1798709,8.0,477695,7.950268055182566,Her,2013,126
432989,tt0450259,8.0,468173,7.949307849375371,Blood Diamond,2006,143
3832134,tt4849438,8.3,67303,7.947898768187383,Baahubali 2: The Conclusion,2017,167
3023537,tt3011894,8.1,154788,7.9470420717734225,Wild Tales,2014,122
3356066,tt3783958,8.0,446858,7.947017958792688,La La Land,2016,128
93879,tt0095953,8.0,446134,7.946936540347332,Rain Man,1988,133
948723,tt0978762,8.1,153023,7.945525578155632,Mary and Max,2009,92
2076772,tt1659337,8.0,427540,7.94475626463959,The Perks of Being a Wallflower,2012,103
60345,tt0061512,8.1,150830,7.943598930785417,Cool Hand Luke,1967,127
2564761,tt2170667,9.3,17370,7.942907717724805,Wheels,2014,115
437514,tt0454921,8.0,411537,7.942731085795706,The Pursuit of Happyness,2006,117
766761,tt0790636,8.0,407628,7.942213633884076,Dallas Buyers Club,2013,117
15633,tt0015864,8.2,91047,7.9414840538747224,The Gold Rush,1925,95
99198,tt0101414,8.0,395814,7.940591330136355,Beauty and the Beast,1991,84
41243,tt0041959,8.1,147414,7.94050019139977,The Third Man,1949,104
305936,tt0319061,8.0,393489,7.940261273295117,Big Fish,2003,125
2997465,tt2948356,8.0,392114,7.94006434691715,Zootopia,2016,108
2264550,tt1856101,8.0,391671,7.940000623993511,Blade Runner 2049,2017,164
4056878,tt5354160,9.2,18641,7.939717238376755,Aynabaji,2016,147
2142834,tt1727824,8.0,379064,7.938128613288984,Bohemian Rhapsody,2018,134
92574,tt0094625,8.1,144158,7.937430094940825,Akira,1988,124
104892,tt0107207,8.1,143658,7.9369481435805005,In the Name of the Father,1993,133
31580,tt0032138,8.0,355972,7.934378379513455,The Wizard of Oz,1939,102
68657,tt0070047,8.0,338864,7.93129301057538,The Exorcist,1973,122
101393,tt0103639,8.0,331647,7.9299026768765755,Aladdin,1992,90
50086,tt0050986,8.2,85807,7.929258981833277,Wild Strawberries,1957,91
71216,tt0072684,8.1,134879,7.927994921159126,Barry Lyndon,1975,185
110798,tt0113247,8.1,133936,7.926974379624502,La Haine,1995,98
73424,tt0074958,8.1,133648,7.926660279360597,Network,1976,121
5320095,tt8108198,8.4,48923,7.926534366841172,Andhadhun,2018,139
46466,tt0047296,8.1,130719,7.923399842023131,On the Waterfront,1954,108
85663,tt0087544,8.1,130577,7.923238653528478,Nausicaä of the Valley of the Wind,1984,117
43969,tt0044741,8.3,59904,7.917214736643739,Ikiru,1952,143
101520,tt0103767,8.6,33562,7.916963218469315,Baraka,1992,96
170011,tt0175880,8.0,272675,7.916015789031662,Magnolia,1999,188
105362,tt0107688,8.0,271432,7.915663626059265,The Nightmare Before Christmas,1993,76
3197379,tt3417422,8.8,25356,7.906362697593138,Drishyam,2013,160
4935213,tt7286456,9.5,14214,7.906181465803029,Joker,2019,122
60547,tt0061722,8.0,240728,7.905918834296725,The Graduate,1967,106
74131,tt0075686,8.0,238819,7.905238060943298,Annie Hall,1977,93
3646291,tt4430212,8.3,57205,7.904646919287148,Drishyam,2015,163
103048,tt0105323,8.0,236587,7.904429501466051,Scent of a Woman,1992,156
1743004,tt1313104,8.4,45572,7.904052598764383,The Cove,2009,92
352382,tt0367110,8.2,75781,7.902324842976355,Swades,2004,210
113683,tt0116231,8.3,56636,7.90189132245578,The Bandit,1996,128
32401,tt0032976,8.1,112563,7.900091594396748,Rebecca,1940,130
97187,tt0099348,8.0,223606,7.899439273388414,Dances with Wolves,1990,181
324886,tt0338564,8.1,112066,7.899366728437395,Infernal Affairs,2002,101
71418,tt0072890,8.0,220843,7.898309083439431,Dog Day Afternoon,1975,125
116196,tt0118849,8.3,55340,7.89546925566343,Children of Heaven,1997,89
366489,tt0381681,8.0,212169,7.894589933760314,Before Sunset,2004,80
116047,tt0118694,8.1,108253,7.893625659459823,In the Mood for Love,2000,98
82202,tt0083987,8.0,209241,7.8932723135574046,Gandhi,1982,191
339613,tt0353969,8.1,104934,7.888354087459787,Memories of Murder,2003,131
1654849,tt1220719,8.0,198047,7.887915999766865,Ip Man,2008,106
2359184,tt1954470,8.2,70679,7.886451572445363,Gangs of Wasseypur,2012,321
242191,tt0252488,9.0,19886,7.88606692509914,The Chaos Class Failed the Class,1976,91
4862883,tt7131622,8.0,192719,7.885173090084008,Once Upon a Time... in Hollywood,2019,161
62864,tt0064115,8.0,189889,7.883660866773078,Butch Cassidy and the Sundance Kid,1969,110
3337720,tt3741834,8.0,186762,7.881942935937515,Lion,2016,118
58625,tt0059742,8.0,185589,7.881285347287845,The Sound of Music,1965,172
1711962,tt1280558,8.2,68979,7.880779748667255,A Wednesday,2008,104
31134,tt0031679,8.1,99555,7.879214001846574,Mr. Smith Goes to Washington,1939,129
57371,tt0058461,8.0,181002,7.878641954932476,A Fistful of Dollars,1964,99
845111,tt0871510,8.2,67740,7.876514988138883,Chak de! India,2007,153
243464,tt0253828,9.0,19457,7.875317722743325,Tosun Pasa,1976,90
356853,tt0371746,7.9,880480,7.875151300967443,Iron Man,2008,126
65450,tt0066763,8.8,23654,7.875101738808731,Anand,1971,122
62293,tt0063522,8.0,173649,7.87414988245599,Rosemary's Baby,1968,137
1589716,tt1152758,8.6,29904,7.871455631647968,Dear Zachary: A Letter to a Son About His Father,2008,95
359880,tt0374887,8.2,66094,7.870669857509824,Munna Bhai M.B.B.S.,2003,156
2864036,tt2631186,8.1,94800,7.870450751252087,Baahubali: The Beginning,2015,159
337939,tt0352248,8.0,167871,7.870379683830125,Cinderella Man,2005,144
2062986,tt1645089,8.2,65921,7.8700432243376115,Inside Job,2010,109
163543,tt0169102,8.1,94554,7.869978419793567,Lagaan: Once Upon a Time in India,2001,224
2383317,tt1979376,8.1,94249,7.869390099707335,Toy Story 4,2019,100
52220,tt0053198,8.1,93977,7.868862889466031,The 400 Blows,1959,99
835613,tt0861739,8.1,93212,7.867367103170574,Elite Squad,2007,115
55016,tt0056058,8.7,26014,7.866895362057474,Harakiri,1962,133
1574204,tt1136608,7.9,610056,7.8645700536645595,District 9,2009,112
125816,tt0129167,8.0,159418,7.864438395384399,The Iron Giant,1999,86
62214,tt0063442,8.0,157392,7.86293258476249,Planet of the Apes,1968,112
3835527,tt4857264,8.1,90598,7.862106610841018,The Invisible Guest,2016,106
772293,tt0796366,7.9,559860,7.861529254864412,Star Trek,2009,127
2050241,tt1631867,7.9,555126,7.861215322188628,Edge of Tomorrow,2014,113
5405870,tt8291224,8.5,33687,7.861016920271951,Uri: The Surgical Strike,2019,138
437472,tt0454876,7.9,543383,7.8604140166050005,Life of Pi,2012,127
2827814,tt2543164,7.9,529232,7.859403282379943,Arrival,2016,116
59680,tt0060827,8.1,89163,7.859116351182081,Persona,1966,85
54015,tt0055031,8.2,62898,7.858695305922774,Judgment at Nuremberg,1961,179
3233989,tt3501632,7.9,508715,7.857842668840111,Thor: Ragnarok,2017,130
291561,tt0304141,7.9,498340,7.857006917109336,Harry Potter and the Prisoner of Azkaban,2004,142
117641,tt0120363,7.9,485099,7.855890915292914,Toy Story 2,1999,92
3905151,tt5013056,7.9,480567,7.8554955129587185,Dunkirk,2017,106
247921,tt0258463,7.9,480079,7.855452513369196,The Bourne Identity,2002,119
351080,tt0365748,7.9,476373,7.855123231606011,Shaun of the Dead,2004,99
24895,tt0025316,8.1,86067,7.852401703476279,It Happened One Night,1934,105
198655,tt0206634,7.9,434145,7.850995872763506,Children of Men,2006,109
33282,tt0033870,8.0,142041,7.850336145018289,The Maltese Falcon,1941,100
97325,tt0099487,7.9,419625,7.849395558054541,Edward Scissorhands,1990,105
2965644,tt2872718,7.9,414007,7.84874796985014,Nightcrawler,2014,117
3460806,tt4016934,8.1,83596,7.8467678367527345,The Handmaiden,2016,145
313689,tt0327056,7.9,393073,7.846181647702674,Mystic River,2003,138
2523620,tt2125608,8.2,59294,7.844102783116235,Searching for Sugar Man,2012,86
70965,tt0072431,8.0,134695,7.843451579573562,Young Frankenstein,1974,106
756960,tt0780536,7.9,367288,7.84264417978628,In Bruges,2008,107
4488253,tt6316138,8.6,27793,7.842323792927092,Ayla: The Daughter of War,2017,125
109093,tt0111495,8.1,81578,7.841973015068775,Three Colors: Red,1994,99
99912,tt0102138,8.0,132305,7.841073074600299,JFK,1991,189
90082,tt0092067,8.0,130275,7.838995330864595,Castle in the Sky,1986,125
265555,tt0276919,8.0,128030,7.8366333398679995,Dogville,2003,178
86929,tt0088847,7.9,323393,7.835417760976829,The Breakfast Club,1985,97
89281,tt0091251,8.3,44890,7.834983545571612,Come and See,1985,142
1340914,tt1065073,7.9,318743,7.83454412162575,Boyhood,2014,165
1618042,tt1182345,7.9,315410,7.833903234335066,Moon,2009,97
83507,tt0085334,8.0,122524,7.8305360483717905,A Christmas Story,1983,94
85992,tt0087884,8.1,76786,7.829825319788576,"Paris, Texas",1984,145
3156148,tt3322420,8.2,56036,7.829794165556049,Queen,2013,146
161527,tt0166924,7.9,294944,7.829675193158803,Mulholland Dr.,2001,147
2728368,tt2356180,8.2,55745,7.828459966561397,Bhaag Milkha Bhaag,2013,186
45447,tt0046250,8.0,118917,7.826288763662388,Roman Holiday,1953,118
1563976,tt1125849,7.9,279088,7.826008260766621,The Wrestler,2008,109
111108,tt0113568,8.0,117466,7.824519534485421,Ghost in the Shell,1995,83
40054,tt0040746,8.0,117117,7.824088603052415,Rope,1948,80
2827935,tt2543472,8.0,116176,7.822916076386921,Wonder,2017,113
43321,tt0044079,8.0,115743,7.822371272461153,Strangers on a Train,1951,101
747505,tt0770802,8.5,30245,7.821205538962802,Samsara,2011,102
92182,tt0094226,7.9,259295,7.820856856434338,The Untouchables,1987,119
4687490,tt6751668,8.5,30215,7.820836729149687,Parasite,2019,132
69097,tt0070511,8.0,114319,7.820555703098644,Papillon,1973,151
17676,tt0017925,8.1,73042,7.819507965973766,The General,1926,67
67928,tt0069293,8.1,71294,7.814416266849441,Solaris,1972,167
82702,tt0084503,8.1,71276,7.814362873405625,Pink Floyd: The Wall,1982,95
175640,tt0181875,7.9,237365,7.814241609970842,Almost Famous,2000,122
2482812,tt2082197,8.1,69948,7.810367780258667,Barfi!,2012,151
2647911,tt2265171,8.0,106146,7.809372760129931,The Raid 2,2014,150
116100,tt0118749,7.9,222377,7.809045707563759,Boogie Nights,1997,155
2072999,tt1655442,7.9,218862,7.8077347024136605,The Artist,2011,100
55740,tt0056801,8.0,100565,7.800899932305977,8½,1963,138
385348,tt0401383,8.0,99135,7.798606355983405,The Diving Bell and the Butterfly,2007,112
1577244,tt1139797,7.9,196663,7.798494561564177,Let the Right One In,2008,114
232707,tt0242519,8.2,49397,7.796757933787651,Hera Pheri,2000,156
106056,tt0108399,7.9,191505,7.7960763030876885,True Romance,1993,119
104216,tt0106519,7.9,187595,7.794164961546603,Carlito's Way,1993,144
163126,tt0168629,8.0,94860,7.791423327215084,Dancer in the Dark,2000,140
72611,tt0074119,8.0,93999,7.789914200959672,All the President's Men,1976,138
