,tconst,averageRating,numVotes,weightedRating,primaryTitle,startYear,runtimeMinutes
55788,tt0056850,7.7,689,7.018774572774339,Bandini,1963,157
252523,tt0263273,7.4,1231,7.0187716823605655,Dilâ Hanim,1977,86
4327715,tt5959952,7.5,975,7.018768046198268,Mission Control: The Unsung Heroes of Apollo,2017,101
89403,tt0091374,7.1,5776,7.018767871068365,Lady Jane,1986,136
1575527,tt1138002,7.6,807,7.018762351300035,Chris & Don. A Love Story,2007,90
71500,tt0072973,7.1,5773,7.018759951905891,"Farewell, My Lovely",1975,95
2009820,tt1590024,7.1,5773,7.018759951905891,"If I Want to Whistle, I Whistle",2010,94
3340410,tt3747978,8.3,366,7.018757391784278,Holy Ghost,2014,113
1767907,tt1339302,7.3,1667,7.018753515581055,"Bleach: Fade to Black, I Call Your Name",2008,94
4140100,tt5538118,7.8,600,7.01875,The Best of All Worlds,2017,100
1695085,tt1262863,7.7,688,7.018748053565868,Boogie Man: The Lee Atwater Story,2008,86
5274503,tt8011288,7.6,806,7.018739827946989,Goli Soda 2,2018,128
2059810,tt1641808,8.9,249,7.018737375737653,Bruce Springsteen and the E Street Band: London Calling - Live in Hyde Park,2010,163
1720385,tt1289449,7.2,2584,7.018735498839907,Me Too,2009,103
66141,tt0067464,7.5,973,7.0187309898741,The Girl on the Broomstick,1972,76
69379,tt0070800,7.2,2583,7.018728927237792,Five Fingers of Death,1972,104
277207,tt0289080,7.4,1228,7.01872807686442,Ayam El-Sadat,2001,165
5250539,tt7960458,8.6,296,7.018722327640734,The Frozen Fire,2018,150
1946301,tt1524095,7.8,599,7.018719481229736,Bhutto,2010,111
60214,tt0061376,7.2,2578,7.018696062078469,The Last Adventure,1967,112
140759,tt0144937,7.7,686,7.018695008954294,Frank Lloyd Wright,1998,146
229390,tt0239096,7.6,804,7.01869477600372,The Humpbacked Horse,1975,73
4855486,tt7115920,7.5,971,7.018693927842594,"Lots of Kids, a Monkey and a Castle",2017,90
42281,tt0043018,7.3,1661,7.018690221672105,Susana,1951,86
41851,tt0042579,7.2,2577,7.018689487616491,House by the River,1950,83
91014,tt0093025,8.2,395,7.018665091553455,Tales of the Brothers Quay,1987,78
458039,tt0475994,8.2,395,7.018665091553455,One Six Right,2005,73
294185,tt0306886,8.2,395,7.018665091553455,Gauri Ganesha,1991,148
39067,tt0039737,7.2,2573,7.018663184999819,Pursued,1947,101
33420,tt0034012,7.1,5732,7.018651568397762,Penny Serenade,1941,119
45691,tt0046498,7.9,529,7.018649379137452,Skanderbeg,1953,95
3913346,tt5031332,7.3,1657,7.018648009903591,McLaren,2017,92
77242,tt0078876,8.0,475,7.01864573110893,"Ion: Blestemul pamîntului, blestemul iubirii",1980,205
291501,tt0304081,7.7,684,7.0186419560816065,Gigantic (A Tale of Two Johns),2002,102
160579,tt0165901,7.8,596,7.018627910611032,Okraina,1998,95
135911,tt0139861,7.3,1655,7.01862689926843,Arunachalam,1999,165
37288,tt0037939,7.3,1655,7.01862689926843,The Naughty Nineties,1945,76
102292,tt0104553,7.3,1654,7.0186163427628125,All's Well Ends Well,1992,100
248209,tt0258761,7.3,1653,7.01860578546505,Last Resort,2000,73
3460809,tt4016942,7.3,1652,7.018595227375057,Ghost in the Shell Arise: Border 4 - Ghost Stands Alone,2014,59
739161,tt0762133,7.7,682,7.018588894945876,Shadow Company,2006,86
365453,tt0380615,7.3,1651,7.018584668492739,Paper Clips,2004,82
95320,tt0097439,7.8,594,7.018566851605845,Glembajevi,1988,120
303432,tt0316463,7.3,1649,7.018563548350783,Québec-Montréal,2002,104
790577,tt0815140,8.7,276,7.018563063775915,Dale,2007,99
885431,tt0913349,8.7,276,7.018563063775915,17 Mayis,2005,120
1717901,tt1286798,7.7,681,7.018562361278767,Unmistaken Child,2008,102
5617703,tt8743090,8.3,362,7.018555318981153,Ilayaraja,2019,141
41513,tt0042235,7.4,1216,7.018553555080866,Beauty and the Devil,1950,96
89745,tt0091725,7.2,2556,7.018551313688489,Parting Glances,1986,90
778762,tt0803029,7.2,2555,7.018544728724369,Linha de Passe,2008,113
18244,tt0018505,7.5,962,7.018527078037131,Bed and Sofa,1927,86
59961,tt0061115,7.3,1645,7.018521298555076,The Trap,1966,106
69923,tt0071358,7.3,1645,7.018521298555076,Conrack,1974,106
325550,tt0339252,7.6,796,7.01851449837184,Khadgam,2002,142
115946,tt0118588,7.2,2548,7.018498620589517,All Stars,1997,115
169979,tt0175844,7.9,524,7.018476727785614,Lenny Bruce: Swear to Tell the Truth,1998,100
1173215,tt1035730,7.1,5660,7.018460534898891,A Woman in Berlin,2008,131
2002270,tt1582244,7.3,1639,7.018457900071325,Guilty,2011,102
51126,tt0052063,7.7,677,7.018456205943061,The Noose,1958,96
4108734,tt5467928,8.3,360,7.018454258675079,Veneno,2018,96
50263,tt0051172,7.5,957,7.018434333705744,Deadlier Than the Male,1956,113
68842,tt0070244,7.5,957,7.018434333705744,Proxy War,1973,119
278702,tt0290661,7.1,5647,7.018425947074755,Dog Days,2001,121
147301,tt0151750,7.8,589,7.018414162335379,Nobody Wanted to Die,1965,100
100336,tt0102574,7.9,522,7.018407648303424,Cloud-Paradise,1990,79
5313559,tt8094272,8.4,333,7.018402873722023,Reva,2018,159
2642190,tt2258685,7.6,791,7.0184017680586255,The World Before Her,2012,90
75959,tt0077559,7.1,5637,7.018399321082351,Five Deadly Venoms,1978,97
5044295,tt7519174,7.3,1633,7.01839447302219,Of Fathers and Sons,2017,99
80569,tt0082314,7.5,954,7.018378669954535,Ek Duuje Ke Liye,1981,167
4112777,tt5476944,7.7,674,7.018376567733894,Black Butler: Book of the Atlantic,2017,101
4263013,tt5815492,7.2,2529,7.018373351738167,1945,2017,91
244960,tt0255378,7.5,953,7.018360112511077,Minnaram,1994,150
37850,tt0038510,7.8,587,7.0183530699183185,Enamorada,1946,99
155532,tt0160440,7.3,1628,7.018341595313204,Crazed Fruit,1956,86
390740,tt0406910,7.6,788,7.018334108887855,Days and Hours,2004,94
3020357,tt3003668,7.2,2522,7.018327156456652,Unbeatable,2013,122
407671,tt0424273,7.5,951,7.01832299333359,Electric Shadows,2004,93
3954329,tt5123416,8.8,257,7.018315714455399,Born Warriors Redux: Bound Fists,2016,59
50792,tt0051713,7.2,2520,7.018313953488372,Hell Drivers,1957,108
42560,tt0043303,7.4,1199,7.018306042215352,The Red Inn,1951,98
3146346,tt3299704,7.9,519,7.018304008777774,The Babushkas of Chernobyl,2015,70
1641623,tt1206885,7.1,5600,7.018300653594771,Rambo: Last Blood,2019,89
3002442,tt2960470,7.6,786,7.018288994027767,Why We Ride,2013,89
1592516,tt1155652,7.4,1197,7.0182769019353355,Kara no Kyoukai: The Garden of Sinners - Remaining Sense of Pain,2008,58
2542639,tt2145803,7.7,670,7.018270354499416,Mouna Guru,2011,153
121844,tt0124993,7.9,518,7.018269456853986,The Secret of Bacchus,1984,120
299053,tt0311929,7.8,584,7.018261413383365,The Tramp and the Dictator,2002,56
3006067,tt2969656,7.1,5575,7.0182338511856095,Cold Eyes,2013,119
4565685,tt6487784,9.0,230,7.0182322631787555,Generation Freedom,2019,98
1286575,tt10556036,8.0,464,7.018221803330191,Jiivi,2019,122
62548,tt0063791,7.7,668,7.0182172354682875,All My Compatriots,1969,120
118499,tt0121387,7.7,668,7.0182172354682875,Snow White,1984,90
2438453,tt2036388,7.3,1615,7.018204020289311,Shun Li and the Poet,2011,98
2683415,tt2304915,7.2,2503,7.0182016507290115,The Green Prince,2014,101
1686174,tt1253565,7.6,782,7.018198743309286,Between the Folds,2008,56
237565,tt0247628,9.4,191,7.0181969751101585,"Disappearing Oasis, Last Oasis",1983,91
242068,tt0252360,7.2,2502,7.018195040360701,Davaci,1986,79
2932129,tt2793930,7.2,2501,7.018188429511654,Maryan,2013,150
48670,tt0049537,7.6,781,7.018176176253831,Flowing,1956,117
366735,tt0381936,7.1,5553,7.018174974634242,Bummer,2003,110
4897516,tt7205942,7.5,943,7.0181744593917434,Gundermann,2018,128
27414,tt0027893,7.3,1612,7.018172253118894,Little Lord Fauntleroy,1936,102
4359209,tt6029778,7.8,581,7.018169735350455,Bathtubs Over Broadway,2018,87
16251,tt0016491,7.7,666,7.018164108158654,Faces of Children,1925,114
79531,tt0081237,7.1,5545,7.018153543951547,The Ninth Configuration,1980,118
1869242,tt1444284,8.0,462,7.018144686199042,Vito,2011,93
4461888,tt6258486,7.5,941,7.018137311591689,Ekkadiki Pothavu Chinnavada,2016,140
3236171,tt3506934,7.6,779,7.018131036890492,Night Flight,2014,141
42038,tt0042771,7.2,2490,7.0181156784285195,Mystery Street,1950,93
102935,tt0105208,8.7,269,7.018097273338873,Ram Ke Naam,1992,90
38384,tt0039047,7.9,513,7.018096656606437,Los tres García,1947,118
4873965,tt7155460,8.1,418,7.018089542843653,Muramba,2017,128
396004,tt0412308,7.2,2486,7.018089209051881,Being Cyrus,2005,90
137967,tt0141998,7.4,1184,7.018087381607089,The Last Spring,1994,90
73622,tt0075162,7.6,777,7.018085890522559,Salas u Malom Ritu,1976,126
3551101,tt4219130,7.2,2485,7.018082590503911,Psycho-Pass: The Movie,2015,113
5721990,tt8962996,8.5,305,7.018079430942501,The Worm has Turned,2018,72
58708,tt0059829,7.8,578,7.018078035812025,Three,1965,80
5735408,tt8991264,7.9,512,7.018062088428974,Hoaxed,2019,125
82887,tt0084696,7.9,512,7.018062088428974,Slyozy kapali,1983,84
49450,tt0050332,8.2,382,7.0180600425498385,Doua lozuri,1957,58
113186,tt0115716,8.2,382,7.0180600425498385,Blue Eyed,1996,90
123215,tt0126439,7.7,662,7.018057828696127,Proud Heritage,1989,136
242289,tt0252589,7.2,2480,7.018049490538574,Kanli Nigar,1981,81
3263041,tt3569652,7.8,577,7.0180474645189035,Cuckoo,2014,155
3043014,tt3057718,7.8,577,7.0180474645189035,Schooled: The Price of College Sports,2013,85
170523,tt0176415,7.3,1600,7.018045112781955,The Grandfather,1998,151
88992,tt0090955,7.6,775,7.018040737148399,The Making of Fanny and Alexander,1984,110
441827,tt0459327,7.6,775,7.018040737148399,Gie,2005,147
142029,tt0146271,7.2,2478,7.018036247179562,April Story,1998,67
4168581,tt5601424,8.6,285,7.018034407751632,Tattoo Girls,2018,104
2173152,tt1759682,7.7,661,7.018031253653405,The Loving Story,2011,77
338414,tt0352732,8.0,459,7.01802898778428,Ponmuttayidunna Tharavu,1988,122
22699,tt0023074,7.3,1598,7.018023911572299,Jewel Robbery,1932,68
5824042,tt9179230,8.2,381,7.01801347464639,Daniel,2019,138
3901359,tt5004766,7.3,1597,7.018013309771779,Birdboy: The Forgotten Children,2015,76
2041637,tt1623008,7.3,1597,7.018013309771779,The Arbor,2010,94
4026001,tt5285050,7.5,934,7.018007249170973,Pasanga 2,2015,127
50034,tt0050933,7.1,5486,7.017995145312603,Sayonara,1957,147
65956,tt0067274,7.2,2470,7.01798325445941,Jo,1971,85
399677,tt0416099,7.6,772,7.01797299394692,Daddy,2004,94
2689436,tt2311530,8.8,252,7.01796293362902,Lost Angelas,2019,88
235859,tt0245829,8.1,415,7.017961833562857,Chantabbai,1986,134
3483282,tt4067162,7.8,574,7.017955736294675,Killswitch,2014,72
186334,tt0193355,7.3,1591,7.017949682223308,Night of the Pencils,1986,105
3551437,tt4219894,8.3,350,7.017948717948718,Lokmanya Ek Yugpurush,2015,139
43686,tt0044453,7.3,1590,7.017939074840165,El bruto,1953,81
272607,tt0284262,7.5,930,7.017932896259159,Life and Debt,2001,80
43174,tt0043927,7.5,930,7.017932896259159,La Poison,1951,85
427877,tt0444982,8.2,379,7.017920327830096,681 AD: The Glory of Khan,1981,95
1824080,tt1397492,7.3,1588,7.017917857680156,Well Done Abba!,2009,144
1905089,tt1481363,7.2,2460,7.0179169701383834,Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire,2009,95
87574,tt0089507,7.7,656,7.017898347365139,Louie Bluie,1985,75
2535383,tt2137916,8.3,349,7.017898141938539,The Chemical Brothers: Don't Think,2012,85
2607703,tt2219650,7.5,928,7.0178957112002465,Seymour: An Introduction,2014,84
436359,tt0453740,7.5,928,7.0178957112002465,Kaadhal,2004,122
89129,tt0091093,7.1,5447,7.017890104115349,The Fugitives,1986,95
277441,tt0289320,7.3,1585,7.0178860259544855,Stuff and Dough,2001,90
100949,tt0103190,7.2,2455,7.017883809870698,Van Gogh,1991,158
5239128,tt7935784,7.6,768,7.01788264514126,Transformer,2017,78
4324416,tt5952382,7.2,2454,7.017877176367742,Abacus: Small Enough to Jail,2016,88
198178,tt0206118,8.0,455,7.017874680809271,Margarit i Margarita,1989,92
91417,tt0093435,7.1,5439,7.017868523933112,City on Fire,1987,105
4961043,tt7342204,7.4,1169,7.017868470327487,I Can Speak,2017,119
359807,tt0374812,7.8,571,7.01786398654726,Lalsalu,2001,110
43663,tt0044429,7.6,766,7.017837460218893,Struggle in the Valley,1954,105
236269,tt0246262,8.2,377,7.017827166331718,Swayam Krushi,1987,164
106230,tt0108574,7.4,1166,7.017824657953069,Wir können auch anders...,1993,92
17217,tt0017463,7.5,924,7.017821323869773,3 Bad Men,1926,92
210108,tt0218798,7.5,923,7.017802723450218,The Twelve Months,1956,55
56171,tt0057239,7.3,1577,7.017801106219664,The L-Shaped Room,1962,126
1585357,tt1148261,7.2,2442,7.017797536622695,Bleach the Movie 2: The Diamond Dust Rebellion,2007,92
198887,tt0206877,8.0,453,7.017797509134483,Lava Kusa,1963,153
3055387,tt3088580,7.4,1164,7.0177954441216945,Phantom,2013,76
22359,tt0022725,7.6,764,7.0177922682813225,Broken Lullaby,1932,76
2744793,tt2374902,7.1,5409,7.017787497122562,Metalhead,2013,97
3962395,tt5141686,7.5,922,7.017784121595556,Jago: A Life Underwater,2015,48
41034,tt0041746,7.2,2439,7.017777615802324,Pinky,1949,102
766902,tt0790808,7.8,568,7.017772215269086,Forbidden Lie$,2007,104
778699,tt0802961,8.9,236,7.017768267554287,Canada på tvers med Lars Monsen,2005,180
3731399,tt4621100,8.7,264,7.017764407853071,Nanak Shah Fakir,2014,146
298462,tt0311320,7.3,1573,7.017758627177963,Blind Spot. Hitler's Secretary,2002,90
33802,tt0034399,7.2,2435,7.017751047931474,A Woman's Face,1941,106
810548,tt0835834,7.5,920,7.017746913580247,Time to Die,2007,104
98143,tt0100337,7.5,920,7.017746913580247,Pasport,1990,103
110909,tt0113362,7.1,5391,7.017738804251259,The Horseman on the Roof,1995,135
1870449,tt1445520,7.1,5391,7.017738804251259,Footnote,2011,107
3296249,tt3646946,7.7,650,7.017738791423002,Attack on Titan: The Wings of Freedom,2015,120
4413617,tt6151042,8.2,375,7.017733990147783,Rush: Time Stand Still,2016,97
350499,tt0365135,7.4,1159,7.0177223899996175,Double Dare,2004,81
2399527,tt1996223,7.7,649,7.017712191508441,Crulic - The Path to Beyond,2011,73
3581960,tt4288636,7.1,5379,7.017706310280127,James White,2015,85
2198861,tt1787067,7.8,565,7.017680422452572,Fire in the Blood,2013,87
878330,tt0905979,7.4,1156,7.017678544119896,Chicago 10,2007,110
131832,tt0135519,7.5,916,7.017672480321037,"Laterna, Ftoheia Kai Filotimo",1955,91
2277829,tt1869790,8.6,279,7.017658926381581,Uçurtmam tellere takildi,2010,64
1621885,tt1186366,7.2,2421,7.0176579993435695,Morphine,2008,110
52653,tt0053643,7.4,1154,7.0176493079452475,Bell' Antonio,1960,105
76274,tt0077879,7.4,1154,7.0176493079452475,Lude godine,1977,83
46375,tt0047203,7.1,5353,7.017635818535235,Magnificent Obsession,1954,108
23537,tt0023937,7.4,1153,7.017634688181088,Passing Fancy,1933,100
3513611,tt4134784,8.7,262,7.017631224764468,Lucent,2014,107
31621,tt0032181,7.3,1559,7.017609849768441,Abe Lincoln in Illinois,1940,110
19070,tt0019344,7.2,2412,7.017598132204873,Sadie Thompson,1928,97
100578,tt0102817,7.3,1557,7.017588583047784,Rubin and Ed,1991,82
304169,tt0317234,7.2,2409,7.017578167755117,Painted Fire,2002,120
1765770,tt1337117,7.2,2409,7.017578167755117,"Nightmares in Red, White and Blue: The Evolution of the American Horror Film",2009,96
3483931,tt4068576,7.3,1556,7.017577948486218,The Nightingale,2018,136
35026,tt0035636,7.4,1149,7.01757619794256,Angels of Sin,1943,90
57985,tt0059084,7.1,5328,7.017567924030598,Darling,1965,128
3185825,tt3390600,8.7,261,7.017564625311746,Being Poirot,2013,48
2683173,tt2304655,7.1,5326,7.017562487634374,Gabbar Singh,2012,153
370796,tt0386423,7.5,910,7.017560787340795,Dust to Glory,2005,97
186164,tt0193171,7.7,643,7.017552548453769,A Sunday Day in Hell,1977,111
1881192,tt1456483,8.2,371,7.017547593709353,Bäxt üzüyü,1991,96
3387380,tt3854234,7.4,1147,7.017546946112364,"The Boss, Anatomy of a Crime",2014,90
91481,tt0093502,7.3,1552,7.017535402229587,A Taxing Woman,1987,127
3311361,tt3681422,7.2,2401,7.0175249078500785,Uttama Villain,2015,171
3961789,tt5140248,7.6,752,7.0175209692451075,The Beginning of Life,2016,120
2566447,tt2172554,7.3,1549,7.017503484123696,Life in a Fishbowl,2014,129
36280,tt0036910,7.1,5301,7.017494472129633,Henry V,1944,137
4382256,tt6080746,8.3,341,7.017493390158241,Raag Desh,2017,135
4526466,tt6400614,7.1,5300,7.017491749174917,Unacknowledged,2017,100
63719,tt0064990,7.1,5300,7.017491749174917,Mississippi Mermaid,1969,123
469841,tt0488177,7.2,2396,7.017491604613813,My Girl and I,2005,95
5749643,tt9021140,7.5,906,7.017486296610824,Homestay,2018,132
320661,tt0334226,7.6,750,7.01747572815534,Remake,2003,108
60465,tt0061636,7.2,2393,7.017471616836418,Face to Face,1967,111
429208,tt0446354,8.8,245,7.0174688057041,Hip Hop Get Down,2003,50
3553844,tt4225230,8.8,245,7.0174688057041,Arvydas Sabonis 11,2014,100
116592,tt0119263,7.2,2392,7.017464953271028,The River,1997,115
2478521,tt2077747,7.3,1545,7.017460915426634,"Love, Marilyn",2012,107
78081,tt0079738,7.2,2391,7.017458289219087,Doing Time,1979,93
1675937,tt1242845,7.6,749,7.01745310497495,Through the Mist,2009,139
5560901,tt8621438,9.0,220,7.017446471054718,Anandi Gopal,2019,134
1231199,tt1045898,7.7,639,7.01744607824018,Veyyil,2006,136
2947538,tt2830416,7.3,1543,7.017439626266812,Hawking,2013,86
3228872,tt3489996,7.8,557,7.017435536252299,The Killing$ of Tony Blair,2016,95
77138,tt0078771,7.1,5273,7.017418161397945,Love on the Run,1979,94
1891390,tt1467041,8.9,231,7.01739526772621,Rabbit Fever,2010,85
335609,tt0349878,7.5,901,7.0173931508435965,Netaji Subhas Chandra Bose: The Forgotten Hero,2005,208
141106,tt0145300,7.7,637,7.0173928306744155,O papatrehas,1966,90
5123919,tt7689910,7.8,555,7.017374290745451,The Devil We Know,2018,95
2235580,tt1826019,7.9,492,7.017370155342852,The Wind of Al Amal,2013,91
2895087,tt2704816,7.2,2377,7.017364941374146,Who Took Johnny,2014,81
460132,tt0478166,7.5,899,7.0173558824665045,The Heart of the Game,2005,97
401659,tt0418129,7.7,635,7.017339574800078,Salvador Allende,2004,100
25063,tt0025493,7.2,2373,7.017338253023052,The Merry Widow,1934,99
39197,tt0039871,7.2,2370,7.017318231640482,One Wonderful Sunday,1947,108
3195294,tt3412684,7.6,743,7.017317328982635,Mr. Gaga,2015,100
2993284,tt2938376,8.2,366,7.01731451549318,The Secret Princess,2016,94
2971716,tt2886926,7.3,1531,7.0173118239041115,Cats Don't Have Vertigo,2014,124
95760,tt0097884,7.2,2369,7.017311556870912,May Fools,1990,107
2340148,tt1934487,7.2,2369,7.017311556870912,Zenne Dancer,2012,99
3594515,tt4316236,7.3,1530,7.017301168488504,The Black Panthers: Vanguard of the Revolution,2015,115
93893,tt0095967,7.9,490,7.017300902314633,Directed by Andrei Tarkovsky,1988,102
42304,tt0043041,7.3,1528,7.017279855247286,Three Came Home,1950,106
200182,tt0208261,7.6,741,7.017272056252671,The Life and Times of Hank Greenberg,1998,90
53717,tt0054731,7.4,1128,7.017268830373546,Cash on Demand,1962,89
2115722,tt1699705,7.9,489,7.017266271725058,Tears of Gaza,2010,90
78906,tt0080594,8.0,439,7.017256967648099,The Day After Trinity,1981,88
421974,tt0438938,8.4,312,7.017256637168141,The Origins of AIDS,2004,92
35508,tt0036126,7.2,2360,7.017251461988304,Madame Curie,1943,124
43832,tt0044602,7.2,2360,7.017251461988304,Fanfan la Tulipe,1952,102
1842939,tt1417067,7.2,2358,7.017238102200453,Cirkus Columbia,2010,113
64207,tt0065489,7.3,1523,7.017226558081664,Brancaleone at the Crusades,1970,116
1076852,tt1018887,7.8,550,7.017221135029354,Dreams with Sharp Teeth,2008,96
242171,tt0252468,7.2,2355,7.017218058855785,Gerzek Saban,1980,76
3199448,tt3422094,7.4,1124,7.017210228142704,The Thin Yellow Line,2015,95
2639886,tt2256041,7.7,630,7.017206398751463,We Are the Bus People,1979,138
352822,tt0367565,7.7,630,7.017206398751463,Breakfast with Hunter,2003,91
49868,tt0050762,7.3,1521,7.017205233588476,Nine Lives,1957,96
4614800,tt6594758,7.3,1521,7.017205233588476,Kuttram 23,2017,151
30607,tt0031143,7.2,2353,7.017204694183453,The Cat and the Canary,1939,72
223492,tt0232960,7.6,738,7.017204133965342,Woh Kaun Thi?,1964,140
4167068,tt5598100,7.3,1520,7.0171945701357465,Patients,2016,110
45167,tt0045963,7.1,5187,7.01718289329844,Kiss Me Kate,1953,109
78316,tt0079985,7.4,1122,7.017180920297067,The Secret Life of Nikola Tesla,1980,115
3938881,tt5088794,7.2,2349,7.017177958974734,Dogs,2016,104
84255,tt0086102,7.3,1518,7.0171732408175576,Phar Lap,1983,107
25576,tt0026017,7.5,889,7.017169454208351,You're Telling Me!,1934,66
6169367,tt9904844,8.7,255,7.017164917838052,Ott Tänak: The Movie,2019,125
30335,tt0030865,7.3,1517,7.017162574951918,Three Comrades,1938,98
40463,tt0041161,7.9,486,7.017162363650631,Barsaat,1949,171
2620733,tt2234537,8.1,396,7.017152307449992,Toto and His Sisters,2014,94
149914,tt0154462,8.1,396,7.017152307449992,Ethir Neechal,1968,167
3316338,tt3692768,7.4,1120,7.017151607963247,"The Other One: The Long, Strange Trip of Bob Weir",2014,85
54855,tt0055892,7.2,2345,7.017151215944414,David and Lisa,1962,95
3328124,tt3719896,7.1,5175,7.017149958574979,My All-American,2015,118
3855191,tt4901304,7.6,735,7.017136195842238,Behemoth,2015,95
55486,tt0056537,7.6,735,7.017136195842238,Subarnarekha,1965,143
286910,tt0299213,7.2,2342,7.017131153536683,Waterboys,2001,91
60905,tt0062089,7.3,1514,7.017130572527722,Our Mother's House,1967,104
3233066,tt3499542,7.8,547,7.0171292128234235,Black Ruby,2017,91
339343,tt0353691,7.9,485,7.017127722189524,Magnifico,2003,122
28324,tt0028818,7.3,1513,7.017119903443594,The Edge of the World,1937,81
72267,tt0073766,7.1,5162,7.017114249718189,The Sunshine Boys,1975,111
821384,tt0847050,7.2,2339,7.017111086725922,Half Moon,2006,108
47165,tt0048014,7.7,626,7.017099820494811,Three Men in the Snow,1955,93
98588,tt0100791,7.3,1511,7.017098562860699,To Sleep with Anger,1990,102
30522,tt0031058,7.6,733,7.017090894959779,Ask a Policeman,1939,83
72737,tt0074251,7.4,1115,7.017078307486119,Brunet wieczorowa pora,1976,90
30713,tt0031252,7.1,5148,7.017075759586042,Drums Along the Mohawk,1939,104
2288711,tt1881010,7.9,483,7.017058431110937,Milana,2007,155
56850,tt0057933,7.3,1507,7.0170558720338025,The Chalk Garden,1964,106
2282430,tt1874513,7.4,1113,7.017048979435531,God Loves Uganda,2013,83
451808,tt0469589,7.7,624,7.017046518888542,Sir! No Sir!,2005,85
5498911,tt8488126,7.1,5134,7.01703723368952,The Inventor: Out for Blood in Silicon Valley,2019,119
2730929,tt2359085,7.4,1112,7.01703431372549,Hitler's Children,2011,59
3296248,tt3646944,7.5,881,7.017020207874502,Attack on Titan Crimson Bow and Arrow,2014,119
242822,tt0253151,7.2,2324,7.017010686575904,Iyi Aile Çocugu,1978,79
51846,tt0052809,7.3,1502,7.0170024903780845,The Five Pennies,1959,117
76107,tt0077707,7.5,880,7.017001545595054,The Hypothesis of the Stolen Painting,1978,66
52300,tt0053279,7.3,1500,7.016981132075472,Le signe du lion,1962,103
4901031,tt7213362,7.6,728,7.016977611940298,Abhiyude Katha Anuvinteyum,2018,121
76335,tt0077941,7.6,728,7.016977611940298,Molière,1978,260
1761996,tt1333117,7.8,542,7.016975961162008,Still Bill,2009,78
2185416,tt1773000,7.5,878,7.016964216709174,Identity Card,2010,137
1593285,tt1156470,7.5,878,7.016964216709174,Zen,2009,127
3602667,tt4334482,7.3,1498,7.016959770548721,Viva,2015,100
441793,tt0459293,7.3,1498,7.016959770548721,"Gandhi, My Father",2007,136
441603,tt0459102,7.1,5105,7.016957316060455,Import Export,2007,141
104255,tt0106559,7.2,2316,7.016957094743008,Green Snake,1993,99
89231,tt0091200,7.6,727,7.016954950052474,Hey Babu Riba,1985,112
2489066,tt2088714,7.6,727,7.016954950052474,Call Me Kuchu,2012,87
98794,tt0101003,7.6,727,7.016954950052474,Freeze Die Come to Life,1990,105
3889048,tt4977540,8.0,431,7.016947819590264,Aatagara,2015,129
2812027,tt2504022,7.2,2314,7.0169436918796215,Narco Cultura,2013,103
80005,tt0081729,7.8,540,7.016914643696163,Le voyage en douce,1980,98
853794,tt0880477,7.6,725,7.016909620991254,Seasons change: Phror arkad plian plang boi,2006,118
34197,tt0034798,7.1,5086,7.016904872698265,The Glass Key,1942,85
5272432,tt8006926,8.3,329,7.0168857830944775,The Russian Five,2018,102
3138491,tt3281592,9.5,170,7.016885180770759,Scouts Honor: Inside a Marching Brotherhood,2014,96
4710448,tt6805366,7.9,478,7.016885155820709,Makala,2017,96
42821,tt0043567,7.3,1490,7.01687429218573,Miss Julie,1951,90
4420664,tt6167014,7.4,1101,7.016872916746484,Mr. Donkey,2016,113
1720387,tt1289451,7.6,723,7.016864284881234,Pulling John,2009,73
174880,tt0181052,7.6,723,7.016864284881234,Tha se kano vasilissa,1964,93
4017457,tt5265980,7.4,1100,7.0168582375478925,Tabernacle 101,2019,98
307257,tt0320421,7.8,538,7.016853316626204,Sathyaa,1988,147
5482758,tt8453986,7.5,872,7.016852195423624,The Weasel's Tale,2019,129
43733,tt0044502,7.1,5061,7.016835767273212,Clash by Night,1952,105
4027984,tt5289520,7.5,871,7.0168335201577055,6.9 pe scara Richter,2016,117
1076168,tt10187686,8.0,428,7.016831838917729,Thamaasha,2019,120
3287315,tt3626440,7.4,1098,7.016828875775922,Mr. Dynamite: The Rise of James Brown,2014,120
1883620,tt1459040,7.2,2296,7.016822977725674,Ibrahim Labyad,2009,134
46975,tt0047821,7.2,2295,7.016816266715516,Le Amiche,1955,104
32446,tt0033022,7.2,2295,7.016816266715516,Saps at Sea,1940,56
193164,tt0200710,7.5,870,7.016814843448009,Hitokiri,1969,140
3474441,tt4047112,7.5,869,7.016796165294368,Jeeva,2014,127
204464,tt0212826,7.1,5046,7.016794248818479,Bread and Roses,2000,110
149585,tt0154124,8.0,427,7.0167931726117905,Aakali Rajyam,1981,138
72386,tt0073887,8.3,327,7.0167844592727135,Welfare,1975,167
470601,tt0488953,7.5,868,7.016777485696614,Awesome; I Fuckin' Shot That!,2006,90
3462295,tt4020156,8.7,249,7.016765020396847,National Theatre Live: A Streetcar Named Desire,2014,180
4443519,tt6217664,7.8,535,7.016761308008616,Chavela,2017,93
3242182,tt3521192,7.4,1093,7.016755451653701,Crimean,2014,114
4088536,tt5423310,7.7,613,7.016753211259907,Ola Bola,2016,113
55867,tt0056930,7.2,2285,7.016749129558366,A Child Is Waiting,1963,102
1053554,tt1014809,7.1,5029,7.016747144427054,Until the Light Takes Us,2008,93
